,monto_original,saldo_capital,Cliente,ultima_gestion,cartera,tipo_cartera,descripcion_reaccion,tipo_trabajo,genero,ubicacion_electoral,salario_inferior,salario_superior,edad,Recuperable,year_ultimo_pago
131797,1086.15,1086.15,139223,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,325.0,357.5,34,Si,2021
131806,3843.68,3843.68,139233,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,455.0,487.5,32,Si,2021
131811,223.53,32.41,139238,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,292.5,325.0,26,Si,2021
131812,12394.1,12394.1,139239,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,32.5,65.0,31,Si,2021
131846,841.94,841.94,139276,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,715.0,747.5,35,Si,2021
131850,696.0,633.45,139280,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,SAN JOSE,455.0,487.5,32,Si,2014
131853,6316.88,6316.88,139283,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,975.0,1007.5,36,Si,2021
131865,14225.97,14225.97,139295,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,SAN JOSE,910.0,942.5,40,Si,2021
131904,1206.63,1206.63,139337,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,162.5,195.0,36,Si,0
131905,327.66,327.66,139338,2021,SERVIVALORES,Propia,Embargo aplicado,PRIVADO,MASC,SAN JOSE,325.0,357.5,34,Si,0
131907,1329.81,1329.81,139340,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,HEREDIA,845.0,877.5,29,Si,2021
131915,4300.66,4300.66,139352,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,877.5,910.0,59,Si,2021
131922,18858.01,14953.77,139359,2020,CREDIQ,Propia,Traslado de cuenta (Distribución),PRIVADO,MASC,SAN JOSE,520.0,552.5,34,Si,2020
131926,3329.35,3329.35,139363,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,LIMON,552.5,585.0,33,Si,2021
131938,376.48,376.48,139375,2021,CREDIX,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,SAN JOSE,390.0,422.5,28,Si,2021
131940,992.76,992.76,139378,2021,SERVIVALORES,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,ALAJUELA,0.0,32.5,54,Si,2021
131941,482.86,469.27,139379,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,ALAJUELA,585.0,617.5,62,Si,2021
131951,1779.77,1307.45,139390,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,357.5,390.0,31,Si,2021
131965,3732.85,3314.73,139406,2021,CREDIX,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,1560.0,1592.5,47,Si,2021
131966,670.35,670.35,139407,2021,CREDIX,Propia,Incumplimiento de Pago Sin Confirmar,PUBLICO,FEM,SAN JOSE,325.0,357.5,39,Si,2021
131980,626.79,626.79,139422,2021,CREDIX,Propia,Promesa de Pago,PUBLICO,FEM,HEREDIA,422.5,455.0,42,Si,2021
132002,4164.46,4164.46,139444,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,422.5,455.0,35,Si,0
132020,2116.24,2116.24,139464,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,CARTAGO,325.0,357.5,31,Si,0
132026,3218.27,2269.46,139470,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,780.0,812.5,30,Si,2019
132042,771.87,771.87,139487,2021,SCOTIABANK,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,SAN JOSE,195.0,227.5,35,Si,2013
132052,1170.98,1170.98,139498,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,1007.5,1040.0,38,Si,2021
132090,2079.32,2079.32,139536,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,1007.5,1040.0,38,Si,2021
132133,654.58,654.58,139584,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,260.0,292.5,45,Si,2021
132134,1077.61,764.73,139585,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,GUANACASTE,195.0,227.5,60,Si,0
132155,5690.25,5560.69,139606,2020,SCOTIABANK,Propia,Contacto sin Promesa,PUBLICO,MASC,HEREDIA,1592.5,1625.0,44,Si,2018
132171,2252.25,2252.25,139624,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,ALAJUELA,390.0,422.5,68,Si,2021
132181,1483.81,1483.81,139634,2021,CITI,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,455.0,487.5,49,Si,2021
132188,1535.69,1535.69,139641,2021,SERVIVALORES,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,520.0,552.5,44,Si,2021
132192,1233.44,1233.44,139645,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PUBLICO,MASC,SAN JOSE,715.0,747.5,35,Si,0
132196,465.82,465.82,139649,2021,CITI,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,ALAJUELA,130.0,162.5,59,Si,2021
132197,1809.28,1809.28,139650,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,SAN JOSE,975.0,1007.5,36,Si,2021
132198,3565.52,3565.52,139651,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PROPIO,FEM,HEREDIA,390.0,422.5,48,Si,2021
132201,3829.45,3829.45,139655,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,FEM,HEREDIA,682.5,715.0,56,Si,0
132207,2762.68,2762.68,139661,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,SAN JOSE,390.0,422.5,36,Si,2021
132215,6414.22,6326.64,139671,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PROPIO,MASC,SAN JOSE,357.5,390.0,47,Si,2021
132216,2813.58,2813.58,139672,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,ALAJUELA,455.0,487.5,47,Si,2021
132230,1223.23,1223.23,139687,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PROPIO,FEM,SAN JOSE,455.0,487.5,63,Si,2021
132231,3170.39,3170.39,139688,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PROPIO,MASC,SAN JOSE,357.5,390.0,54,Si,2021
132232,1644.78,1473.81,139689,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,422.5,455.0,27,Si,2021
132237,3589.12,3589.12,139695,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,32.5,65.0,35,Si,2021
132245,1579.31,1579.31,139703,2021,DAVIVIENDA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,SAN JOSE,422.5,455.0,38,Si,0
132248,1792.73,1792.73,139706,2021,SCOTIABANK,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,SAN JOSE,552.5,585.0,48,Si,2019
132250,2763.01,2763.01,139708,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,ALAJUELA,520.0,552.5,35,Si,2021
132255,423.24,423.24,139714,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,422.5,455.0,27,Si,2021
132263,7466.4,7466.4,139722,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,195.0,227.5,58,Si,2021
132310,939.05,939.05,139772,2021,SCOTIABANK,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,SAN JOSE,292.5,325.0,30,Si,2021
132312,5293.49,5293.49,139776,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,422.5,455.0,39,Si,2021
132322,9317.24,9317.24,139786,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,780.0,812.5,52,Si,2021
132330,1482.66,1216.51,139794,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,390.0,422.5,28,Si,2021
132349,12927.55,12927.55,139816,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,520.0,552.5,56,Si,2021
132353,1125.66,1125.66,139820,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,552.5,585.0,27,Si,2021
132358,1260.49,1260.49,139825,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,HEREDIA,390.0,422.5,37,Si,2021
132366,2579.1,2516.28,139833,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,CARTAGO,715.0,747.5,50,Si,2021
132388,721.63,721.63,139857,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,GUANACASTE,552.5,585.0,40,Si,2021
132392,3026.94,3026.94,139861,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,390.0,422.5,57,Si,2021
132399,8197.34,8020.8,139869,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,ALAJUELA,2080.0,2112.5,64,Si,2021
132416,243.64,243.64,139886,2021,CITI,Propia,Promesa de Pago,PUBLICO,MASC,CARTAGO,260.0,292.5,36,Si,2021
132447,1573.33,1573.33,139917,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,455.0,487.5,30,Si,2021
132453,1911.95,1881.86,139923,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,MASC,SAN JOSE,845.0,877.5,43,Si,0
132457,4586.68,4586.68,139927,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,455.0,487.5,56,Si,2021
132461,2172.6,2172.6,139931,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,HEREDIA,585.0,617.5,50,Si,2021
132463,2775.32,2775.32,139934,2021,SCOTIABANK,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,HEREDIA,390.0,422.5,38,Si,2021
132464,3374.28,3374.28,139935,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,FEM,SAN JOSE,585.0,617.5,55,Si,2021
132466,1165.7,1008.41,139937,2021,B-HSBC,Propia,Promesa de Pago,PROPIO,FEM,ALAJUELA,650.0,682.5,63,Si,2021
132469,1530.65,1530.65,139940,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,975.0,1007.5,35,Si,2021
132470,20704.57,20704.57,139941,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,ALAJUELA,292.5,325.0,52,Si,2021
132485,9610.8,9610.8,139959,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PUBLICO,MASC,SAN JOSE,845.0,877.5,42,Si,0
132518,975.87,975.87,139992,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,SAN JOSE,780.0,812.5,25,Si,2019
132526,1270.06,1270.06,140000,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,MASC,SAN JOSE,390.0,422.5,52,Si,0
132553,17805.51,17805.51,140029,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,2697.5,2730.0,39,Si,0
132556,429.88,429.88,140032,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PROPIO,MASC,SAN JOSE,520.0,552.5,38,Si,0
132558,184.7,184.7,140034,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,422.5,455.0,37,Si,2021
132564,929.24,929.24,140040,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,357.5,390.0,43,Si,2021
132576,643.48,643.48,140053,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,ALAJUELA,357.5,390.0,47,Si,2021
132577,1282.17,1282.17,140054,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,292.5,325.0,31,Si,2021
132590,1120.1,730.41,140067,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,HEREDIA,617.5,650.0,57,Si,2021
132600,749.88,749.88,140078,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,PUNTARENAS,65.0,97.5,62,Si,2021
132601,1730.9,1730.9,140079,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,1040.0,1072.5,64,Si,0
132635,1146.08,1146.08,140115,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,552.5,585.0,30,Si,2021
132636,5126.41,5126.41,140116,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,487.5,520.0,35,Si,2021
132658,4259.42,3902.03,140139,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,292.5,325.0,32,Si,2021
132664,502.56,502.56,140145,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,422.5,455.0,26,Si,0
132668,1101.95,1101.95,140149,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,LIMON,422.5,455.0,29,Si,2021
132688,691.84,691.84,140172,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,130.0,162.5,24,Si,2021
132692,1237.97,1237.97,140177,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,195.0,227.5,31,Si,2021
132713,5158.21,5158.21,140198,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,390.0,422.5,28,Si,2020
132725,2922.36,2922.36,140210,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,585.0,617.5,34,Si,2021
132745,2546.24,2546.24,140231,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,CARTAGO,422.5,455.0,31,Si,0
132748,18385.53,18385.53,140234,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,585.0,617.5,41,Si,2021
132767,7578.0,7578.0,140254,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,1722.5,1755.0,32,Si,2021
132769,1081.5,1081.5,140256,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,0.0,32.5,59,Si,2021
132770,15.99,15.99,140257,2021,CORPORATIVO,Administrada,Vehículo Capturado,PUBLICO,FEM,CARTAGO,617.5,650.0,48,Si,0
132782,1716.65,1716.65,140271,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,682.5,715.0,32,Si,2021
132787,1229.31,1229.31,140276,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,SAN JOSE,292.5,325.0,46,Si,2021
132804,4895.96,4895.96,140293,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,617.5,650.0,30,Si,2021
132805,871.55,871.55,140294,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,357.5,390.0,25,Si,2021
132810,2258.69,2258.69,140301,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,227.5,260.0,37,Si,2021
132829,1353.47,1353.47,140321,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,260.0,292.5,27,Si,2021
132832,1443.74,1443.74,140324,2021,CREDIX,Propia,Incumplimiento de Pago Sin Confirmar,PUBLICO,FEM,SAN JOSE,1495.0,1527.5,66,Si,0
132842,5093.46,5093.46,140334,2021,CITI,Propia,Promesa de Pago,PROPIO,FEM,ALAJUELA,650.0,682.5,63,Si,2021
132897,2039.05,2039.05,140395,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PUBLICO,MASC,SAN JOSE,292.5,325.0,32,Si,2021
132900,1584.67,1357.95,140398,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,FEM,HEREDIA,390.0,422.5,58,Si,2021
132906,1189.35,1051.19,140404,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,162.5,195.0,25,Si,2021
132927,4791.62,4791.62,140425,2021,CITI,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,HEREDIA,682.5,715.0,46,Si,2021
132933,1024.37,1024.37,140431,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,325.0,357.5,24,Si,2021
132955,1317.11,1317.11,140453,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,520.0,552.5,35,Si,2021
132966,5304.03,5304.03,140465,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,ALAJUELA,1235.0,1267.5,62,Si,2021
132969,4312.06,4312.06,140469,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,617.5,650.0,44,Si,2021
132983,2131.25,2131.25,140483,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,97.5,130.0,43,Si,2021
132996,1274.76,1274.76,140496,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,390.0,422.5,55,Si,2021
133002,1871.88,1871.88,140502,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,682.5,715.0,32,Si,2021
133003,3616.51,3616.51,140503,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,ALAJUELA,975.0,1007.5,45,Si,0
133014,1158.15,1158.15,140515,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,390.0,422.5,27,Si,2021
133039,1118.17,1118.17,140540,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,812.5,845.0,26,Si,2021
133045,2454.42,2454.42,140546,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,ALAJUELA,325.0,357.5,43,Si,2021
133133,626.64,521.62,140636,2021,CREDIX,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,390.0,422.5,38,Si,2021
133154,1470.44,1470.44,140657,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,357.5,390.0,38,Si,2021
133156,812.79,795.59,140659,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,FEM,SAN JOSE,390.0,422.5,43,Si,2015
133231,602.31,505.37,140737,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,390.0,422.5,37,Si,2021
133257,418.88,418.88,140763,2021,CREDIX,Propia,Promesa de Pago,PROPIO,MASC,CARTAGO,162.5,195.0,34,Si,2021
133282,4043.28,4043.28,140788,2021,CITI,Propia,Promesa de Pago,PUBLICO,MASC,ALAJUELA,0.0,32.5,45,Si,2021
133284,1448.33,1448.33,140790,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,617.5,650.0,27,Si,2021
133312,364.84,364.84,140819,2021,SERVIVALORES,Propia,Promesa de Pago,PUBLICO,MASC,SAN JOSE,1430.0,1462.5,38,Si,2021
133313,2269.62,2269.62,140820,2021,SCOTIABANK,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,SAN JOSE,910.0,942.5,41,Si,0
133325,3143.0,3143.0,140832,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,455.0,487.5,52,Si,2021
133326,1324.93,1324.93,140833,2021,CITI,Propia,Incumplimiento de Pago Confirmado,PRIVADO,FEM,SAN JOSE,390.0,422.5,46,Si,2021
133327,10208.4,10208.4,140834,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,CARTAGO,1170.0,1202.5,43,Si,0
133336,1012.25,911.82,140844,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,552.5,585.0,43,Si,0
133341,4018.6,4018.6,140849,2021,DAVIVIENDA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,CARTAGO,130.0,162.5,35,Si,2021
133354,879.62,879.62,140862,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,SAN JOSE,422.5,455.0,31,Si,0
133361,1818.9,1818.9,140871,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PUBLICO,MASC,SAN JOSE,942.5,975.0,38,Si,0
133363,566.21,566.21,140873,2021,CITI,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,195.0,227.5,39,Si,2021
133373,1254.83,457.16,140883,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,FEM,SAN JOSE,1137.5,1170.0,49,Si,2021
133404,392.93,339.24,140917,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,ALAJUELA,487.5,520.0,36,Si,2021
133406,1388.73,1347.81,140919,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,552.5,585.0,41,Si,2020
133437,1079.0,1079.0,140951,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,HEREDIA,162.5,195.0,27,Si,2021
133456,1935.26,1935.26,140970,2021,DAVIVIENDA,Propia,Promesa de Pago,PROPIO,MASC,ALAJUELA,520.0,552.5,40,Si,2021
133458,2288.28,2288.28,140972,2021,CITI,Propia,Promesa de Pago,PRIVADO,FEM,ALAJUELA,747.5,780.0,56,Si,2021
133471,1769.93,1769.93,140986,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PROPIO,MASC,ALAJUELA,292.5,325.0,54,Si,2021
133476,938.32,938.32,140991,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,422.5,455.0,35,Si,0
133479,1071.3,1071.3,140994,2021,SCOTIABANK,Propia,Promesa de Pago,PUBLICO,MASC,ALAJUELA,2925.0,2957.5,43,Si,2021
133506,1022.24,1022.24,141022,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,617.5,650.0,27,Si,2019
133531,916.26,916.26,141048,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,325.0,357.5,25,Si,2021
133538,498.83,498.83,141055,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,FEM,ALAJUELA,357.5,390.0,40,Si,2021
133547,3198.85,3198.85,141066,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,FEM,CARTAGO,162.5,195.0,34,Si,2021
133590,1917.14,1917.14,141109,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,552.5,585.0,37,Si,2021
133613,2178.57,1980.05,141134,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,520.0,552.5,38,Si,2021
133651,2595.09,2595.09,141174,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,FEM,ALAJUELA,520.0,552.5,39,Si,2021
133657,1380.5,1380.5,141180,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,552.5,585.0,25,Si,2021
133661,753.6,597.97,141185,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,ALAJUELA,97.5,130.0,49,Si,2021
133673,643.78,638.16,141197,2021,SERVIVALORES,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,227.5,260.0,40,Si,2021
133676,974.18,974.18,141200,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,162.5,195.0,30,Si,2021
133692,3231.9,3231.9,141216,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,FEM,SAN JOSE,1040.0,1072.5,41,Si,0
133694,1950.63,1950.63,141219,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,552.5,585.0,27,Si,2021
133705,470.0,238.12,141231,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PUBLICO,MASC,HEREDIA,292.5,325.0,32,Si,2019
133724,1326.91,1326.91,141252,2021,CITI,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,942.5,975.0,47,Si,2021
133728,1265.35,1265.35,141256,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,FEM,CARTAGO,162.5,195.0,34,Si,2021
133736,621.86,593.83,141264,2021,CREDIX,Propia,Incumplimiento de Pago Confirmado,PRIVADO,FEM,HEREDIA,390.0,422.5,45,Si,2021
133755,8028.65,8028.65,141283,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,MASC,SAN JOSE,1495.0,1527.5,57,Si,0
133795,1067.3,1067.3,141325,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,1397.5,1430.0,25,Si,2021
133815,2582.73,2582.73,141347,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,357.5,390.0,35,Si,2021
133816,925.02,863.65,141348,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,422.5,455.0,25,Si,2021
133834,359.3,359.3,141369,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,390.0,422.5,38,Si,2012
133843,4276.68,4276.68,141378,2021,A-PROMERICA,Propia,Incumplimiento de Pago Cumplido,PROPIO,MASC,SAN JOSE,682.5,715.0,62,Si,2021
133875,1473.42,1473.42,141413,2021,CITI,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,HEREDIA,1820.0,1852.5,47,Si,2021
133892,2348.42,2348.42,141431,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,FEM,CARTAGO,162.5,195.0,34,Si,2021
133893,104.26,104.26,141432,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,422.5,455.0,26,Si,0
133895,910.01,910.01,141435,2021,CREDIX,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,520.0,552.5,31,Si,2021
133921,849.74,849.74,141463,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,SAN JOSE,390.0,422.5,56,Si,0
133935,107.14,107.14,141477,2021,CITI,Propia,Promesa de Pago,PROPIO,FEM,ALAJUELA,325.0,357.5,43,Si,2021
133959,17110.53,17110.53,141504,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,FEM,SAN JOSE,455.0,487.5,63,Si,2021
133973,322.38,322.38,141519,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,292.5,325.0,37,Si,0
133977,1245.26,871.44,141523,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,ALAJUELA,520.0,552.5,59,Si,2021
